run_id,asof,ticker,pattern,pattern_state,final_score,trend,geometry,compression,sr_quality,volume,readiness,risk,market,liquidity,comp_trend,comp_geometry,comp_compression,comp_sr,comp_volume,comp_readiness,comp_risk,comp_market,comp_liquidity,veto_triggered,veto_reasons,price,trigger,invalid_below,measured_move_target,features_json,note,ret_1h,ret_eod,ret_1d,ret_3d,ret_5d,max_dd_5d,max_fav_5d,touched_invalid_5d,post_hoc_tag
20260625T161544Z-5d0d08,2026-06-25T16:15:44.557025+00:00,POWI,double_bottom,candidate,68.24,95.3,83.2,65.8,36.5,49.5,22.0,80.4,84.0,94.4,14.29,20.79,5.26,5.12,6.44,1.76,4.82,5.04,4.72,False,,81.86,91.1786,77.49,103.6872,"{""trend"":{""T1_ema_stack"":{""value"":[true,true,true],""score"":100.0},""T2_ema50_slope"":{""value"":0.5354350498988076,""score"":100},""T3_high_proximity"":{""value"":0.9371493989696623,""score"":68.57469948483114},""T4_rs_1m"":{""value"":0.17202873883033887,""score"":100},""T5_rs_3m"":{""value"":0.4885305944733318,""score"":100},""T6_adr_healthy"":{""value"":6.496339280909636,""score"":100.0},""_score"":95.29},""geometry"":{""sub_low_similarity"":91.6,""sub_bounce_quality"":100,""sub_separation_fit"":53.3,""sub_right_bottom_reaction"":51.3,""sub_base_context"":100.0,""_score"":83.17},""compression"":{""VC1_atr_ratio"":{""value"":0.61710984812873,""score"":95.72253796781749},""VC2_range_contraction"":{""value"":0.8288075538965165,""score"":28.532074350580583},""VC3_range_pct_rank"":{""score"":70.0},""_score"":65.78},""sr_quality"":{""SR1_touches"":{""value"":2,""score"":25.0},""SR2_tightness"":{""value"":0.8200000000000003,""score"":72.41114128475643},""SR3_recency"":{""value"":237,""score"":0.0},""SR4_price_location"":{""score"":12.713813177175822},""SR5_reaction"":{""value"":2.5679507822450782,""score"":100},""_score"":36.54,""_levels_found"":8,""_target_level"":88.18},""volume"":{""V1_rvol_day"":{""value"":0.7849925523355257,""score"":18.999503489035042},""V2_rvol_sameslot"":{""value"":1.8077002100801125,""score"":87.18001400534084,""status"":""ok""},""V3_breakout_bar"":{""value"":2.897564842348241,""score"":100},""V4_base_dryup"":{""value"":1.3342283286141934,""score"":16.577167138580663},""V5_bo_expansion"":{""value"":0.7849925523355257,""score"":0},""_score"":49.55},""readiness"":{""_distance_atr"":1.568,""BR1_atr_distance"":{""score"":0},""BR2_compression"":{""score"":17.83739823308602},""BR3_retest"":{""score"":50.0},""BR4_bo_age"":{""score"":50.0},""_score"":21.96},""risk"":{""R1_stop_clarity"":{""score"":60.29727716228903},""R2_stop_distance_pct"":{""value"":5.338443684339106,""score"":100.0},""R3_stop_distance_atr"":{""value"":0.7351505611496943,""score"":61.75752805748471},""R4_rr_potential"":{""value"":4.994725460807095,""score"":100.0},""_score"":80.37},""market"":{""M1_spy_regime"":{""score"":100.0},""M3_earnings_risk"":{""value"":null,""score"":80.0},""M4_vix"":{""value"":null,""score"":60.0},""_score"":84.0},""liquidity"":{""L1_price"":{""value"":81.86,""score"":100.0},""L2_dollar_vol"":{""value"":80047224.33833511,""score"":95.16731386120804},""L3_spread_proxy"":{""value"":0.03661739555338386,""score"":63.38260444661614},""L4_volume_zscore"":{""value"":-0.5166052464805583,""score"":100.0},""_score"":94.41},""pattern_structure"":{""left_low"":78.67,""left_idx"":37,""right_low"":79.0025,""right_idx"":74,""separation_bars"":37,""structural_low"":78.67,""current_price"":79.88,""neckline_distance_pct"":0.14144466700050085,""base_bars"":37},""pattern_geometry_features"":{""low_similarity_pct"":0.004217602942808619,""bounce_pct"":0.1590008897928054,""right_bottom_reaction"":0.5134665508253718,""atr_pct"":0.07261701162263101},""_schema_version"":""1.0""}",,,,,,,,,,
20260625T161544Z-5d0d08,2026-06-25T16:15:44.557025+00:00,TSM,double_bottom,candidate,65.56,95.7,90.6,37.4,48.2,17.8,26.7,74.4,84.0,97.4,14.36,22.64,2.99,6.75,2.32,2.13,4.47,5.04,4.87,False,,440.83,476.79,420.7822,526.39,"{""trend"":{""T1_ema_stack"":{""value"":[true,true,true],""score"":100.0},""T2_ema50_slope"":{""value"":0.3105320657759521,""score"":100},""T3_high_proximity"":{""value"":0.9426091047105865,""score"":71.30455235529321},""T4_rs_1m"":{""value"":0.10639071316398174,""score"":100},""T5_rs_3m"":{""value"":0.1617130102051909,""score"":100},""T6_adr_healthy"":{""value"":3.7340408688076665,""score"":100.0},""_score"":95.7},""geometry"":{""sub_low_similarity"":74.9,""sub_bounce_quality"":100,""sub_separation_fit"":100.0,""sub_right_bottom_reaction"":87.3,""sub_base_context"":100.0,""_score"":90.56},""compression"":{""VC1_atr_ratio"":{""value"":0.8511020682362184,""score"":37.22448294094541},""VC2_range_contraction"":{""value"":0.8860345679929615,""score"":18.994238667839745},""VC3_range_pct_rank"":{""score"":63.33333333333333},""_score"":37.37},""sr_quality"":{""SR1_touches"":{""value"":4,""score"":75.0},""SR2_tightness"":{""value"":6.381827716258105,""score"":38.72156094034407},""SR3_recency"":{""value"":234,""score"":0.0},""SR4_price_location"":{""score"":30.0},""SR5_reaction"":{""value"":1.6522676371108478,""score"":82.61338185554239},""_score"":48.2,""_levels_found"":5,""_target_level"":415.495},""volume"":{""V1_rvol_day"":{""value"":0.7224781747714626,""score"":14.831878318097505},""V2_rvol_sameslot"":{""value"":0.6849600181310246,""score"":12.33066787540164,""status"":""ok""},""V3_breakout_bar"":{""value"":0.49622913419844455,""score"":0},""V4_base_dryup"":{""value"":0.8810584422003588,""score"":61.89415577996412},""V5_bo_expansion"":{""value"":0.7224781747714626,""score"":0},""_score"":17.81},""readiness"":{""_distance_atr"":1.726,""BR1_atr_distance"":{""score"":0},""BR2_compression"":{""score"":36.7173995419957},""BR3_retest"":{""score"":50.0},""BR4_bo_age"":{""score"":50.0},""_score"":26.68},""risk"":{""R1_stop_clarity"":{""score"":38.471694444511186},""R2_stop_distance_pct"":{""value"":4.547750833654693,""score"":100.0},""R3_stop_distance_atr"":{""value"":0.9624993098547922,""score"":73.12496549273962},""R4_rr_potential"":{""value"":4.267789314066106,""score"":100.0},""_score"":74.43},""market"":{""M1_spy_regime"":{""score"":100.0},""M3_earnings_risk"":{""value"":null,""score"":80.0},""M4_vix"":{""value"":null,""score"":60.0},""_score"":84.0},""liquidity"":{""L1_price"":{""value"":440.83,""score"":100.0},""L2_dollar_vol"":{""value"":4404406963.374488,""score"":100.0},""L3_spread_proxy"":{""value"":0.025599437424857714,""score"":74.40056257514229},""L4_volume_zscore"":{""value"":-0.8200078167687006,""score"":100.0},""_score"":97.44},""pattern_structure"":{""left_low"":427.19,""left_idx"":49,""right_low"":432.575,""right_idx"":74,""separation_bars"":25,""structural_low"":427.19,""current_price"":436.97,""neckline_distance_pct"":0.09112753735954411,""base_bars"":25},""pattern_geometry_features"":{""low_similarity_pct"":0.012526678801765577,""bounce_pct"":0.1161075867880803,""right_bottom_reaction"":0.8726500909642194,""atr_pct"":0.047249393190118665},""_schema_version"":""1.0""}",,,,,,,,,,
20260625T161544Z-5d0d08,2026-06-25T16:15:44.557025+00:00,ANET,double_bottom,candidate,65.39,83.2,81.2,69.4,47.0,31.8,26.1,73.0,84.0,96.8,12.48,20.29,5.55,6.59,4.13,2.09,4.38,5.04,4.84,False,,161.74,175.2,158.1615,189.83,"{""trend"":{""T1_ema_stack"":{""value"":[false,true,true],""score"":66.66666666666666},""T2_ema50_slope"":{""value"":0.24911952661099365,""score"":91.51992110183227},""T3_high_proximity"":{""value"":0.9100320711191133,""score"":55.01603555955664},""T4_rs_1m"":{""value"":0.06668519317473665,""score"":100},""T5_rs_3m"":{""value"":0.11397475985049099,""score"":100},""T6_adr_healthy"":{""value"":4.3703021393285955,""score"":100.0},""_score"":83.22},""geometry"":{""sub_low_similarity"":54.6,""sub_bounce_quality"":87.3,""sub_separation_fit"":100.0,""sub_right_bottom_reaction"":82.1,""sub_base_context"":100.0,""_score"":81.16},""compression"":{""VC1_atr_ratio"":{""value"":0.6206647576634654,""score"":94.83381058413364},""VC2_range_contraction"":{""value"":0.7860396676114041,""score"":35.660055398099324},""VC3_range_pct_rank"":{""score"":75.83333333333333},""_score"":69.37},""sr_quality"":{""SR1_touches"":{""value"":2,""score"":25.0},""SR2_tightness"":{""value"":0.3500000000000085,""score"":92.20968971512087},""SR3_recency"":{""value"":259,""score"":0.0},""SR4_price_location"":{""score"":42.880180616029726},""SR5_reaction"":{""value"":3.423284919469656,""score"":100},""_score"":47.05,""_levels_found"":5,""_target_level"":179.45},""volume"":{""V1_rvol_day"":{""value"":0.7743567226110818,""score"":18.290448174072118},""V2_rvol_sameslot"":{""value"":0.7999087721237401,""score"":19.993918141582675,""status"":""ok""},""V3_breakout_bar"":{""value"":1.031701505566527,""score"":35.446767037768474},""V4_base_dryup"":{""value"":0.7358552151137888,""score"":76.41447848862111},""V5_bo_expansion"":{""value"":0.774356722611082,""score"":0},""_score"":31.8},""readiness"":{""_distance_atr"":1.498,""BR1_atr_distance"":{""score"":0.1356414909807171},""BR2_compression"":{""score"":34.2094718052409},""BR3_retest"":{""score"":50.0},""BR4_bo_age"":{""score"":50.0},""_score"":26.11},""risk"":{""R1_stop_clarity"":{""score"":46.3904233238712},""R2_stop_distance_pct"":{""value"":2.21253245950291,""score"":100.0},""R3_stop_distance_atr"":{""value"":0.39825735528505074,""score"":44.91286776425254},""R4_rr_potential"":{""value"":7.849548001285415,""score"":100.0},""_score"":72.97},""market"":{""M1_spy_regime"":{""score"":100.0},""M3_earnings_risk"":{""value"":null,""score"":80.0},""M4_vix"":{""value"":null,""score"":60.0},""_score"":84.0},""liquidity"":{""L1_price"":{""value"":161.74,""score"":100.0},""L2_dollar_vol"":{""value"":1027150294.3292303,""score"":100.0},""L3_spread_proxy"":{""value"":0.03159391616174115,""score"":68.40608383825885},""L4_volume_zscore"":{""value"":-0.798968325857538,""score"":100.0},""_score"":96.84},""pattern_structure"":{""left_low"":164.26,""left_idx"":51,""right_low"":160.57,""right_idx"":74,""separation_bars"":23,""structural_low"":160.57,""current_price"":161.54,""neckline_distance_pct"":0.08456109941810076,""base_bars"":23},""pattern_geometry_features"":{""low_similarity_pct"":0.02271957639380598,""bounce_pct"":0.09111291025720868,""right_bottom_reaction"":0.8209582516110936,""atr_pct"":0.05555534455651926},""_schema_version"":""1.0""}",,,,,,,,,,
20260625T161544Z-5d0d08,2026-06-25T16:15:44.557025+00:00,DELL,inverse_head_shoulders,candidate,64.31,94.9,87.6,49.2,36.7,18.8,63.3,44.9,84.0,94.9,11.38,24.52,3.93,5.14,2.63,5.07,2.7,4.2,4.75,False,,434.06,444.0,385.135,497.0,"{""trend"":{""T1_ema_stack"":{""value"":[true,true,true],""score"":100.0},""T2_ema50_slope"":{""value"":1.239465627452447,""score"":100},""T3_high_proximity"":{""value"":0.9315391879131256,""score"":65.76959395656279},""T4_rs_1m"":{""value"":0.4870727747960265,""score"":100},""T5_rs_3m"":{""value"":1.3309943764180818,""score"":100},""T6_adr_healthy"":{""value"":7.147537682574353,""score"":100.0},""_score"":94.87},""geometry"":{""sub_head_depth"":80.5,""sub_shoulder_price_sym"":87.1,""sub_shoulder_time_sym"":71.4,""sub_right_shoulder_reaction"":98.1,""sub_base_context"":100.0,""_score"":87.56},""compression"":{""VC1_atr_ratio"":{""value"":0.478801154151075,""score"":100},""VC2_range_contraction"":{""value"":1.0768058380824228,""score"":0},""VC3_range_pct_rank"":{""score"":36.66666666666667},""_score"":49.17},""sr_quality"":{""SR1_touches"":{""value"":2,""score"":25.0},""SR2_tightness"":{""value"":1.7249999999999943,""score"":88.74308766151518},""SR3_recency"":{""value"":251,""score"":0.0},""SR4_price_location"":{""score"":30.0},""SR5_reaction"":{""value"":1.121775786078579,""score"":56.088789303928955},""_score"":36.72,""_levels_found"":5,""_target_level"":262.265},""volume"":{""V1_rvol_day"":{""value"":0.50312626106903,""score"":0.20841740460200153},""V2_rvol_sameslot"":{""value"":0.389828701789199,""score"":0,""status"":""ok""},""V3_breakout_bar"":{""value"":0.5461818915241154,""score"":3.078792768274363},""V4_base_dryup"":{""value"":0.6022989661235925,""score"":89.77010338764076},""V5_bo_expansion"":{""value"":0.50312626106903,""score"":0},""_score"":18.77},""readiness"":{""_distance_atr"":0.324,""BR1_atr_distance"":{""score"":78.37802731506483},""BR2_compression"":{""score"":57.975115189236945},""BR3_retest"":{""score"":50.0},""BR4_bo_age"":{""score"":50.0},""_score"":63.34},""risk"":{""R1_stop_clarity"":{""score"":61.726498049151395},""R2_stop_distance_pct"":{""value"":11.271483205086858,""score"":18.212919872828557},""R3_stop_distance_atr"":{""value"":1.596360684522818,""score"":100.0},""R4_rr_potential"":{""value"":1.2864588656106282,""score"":14.322943280531408},""_score"":44.93},""market"":{""M1_spy_regime"":{""score"":100.0},""M3_earnings_risk"":{""value"":null,""score"":80.0},""M4_vix"":{""value"":null,""score"":60.0},""_score"":84.0},""liquidity"":{""L1_price"":{""value"":434.06,""score"":100.0},""L2_dollar_vol"":{""value"":2742072517.589095,""score"":100.0},""L3_spread_proxy"":{""value"":0.05077639036077966,""score"":49.22360963922034},""L4_volume_zscore"":{""value"":-0.7148792725228997,""score"":100.0},""_score"":94.92},""pattern_structure"":{""left_shoulder"":414.05,""left_shoulder_idx"":81,""head"":391.0,""head_idx"":88,""right_shoulder"":418.34,""right_shoulder_idx"":94,""left_to_head_bars"":7,""head_to_right_bars"":6,""structural_low"":391.0,""current_price"":427.1,""neckline_distance_pct"":0.03956918754390067,""base_bars"":13},""pattern_geometry_features"":{""head_depth_pct"":0.06053652734895901,""shoulder_price_asymmetry"":0.010307668280493431,""shoulder_time_asymmetry"":0.14285714285714285,""right_shoulder_reaction"":0.9806512505899024,""atr_pct"":0.07060737159444712},""_schema_version"":""1.0""}",,,,,,,,,,
20260625T161544Z-5d0d08,2026-06-25T16:15:44.557025+00:00,BELFB,double_bottom,candidate,64.05,97.5,76.5,49.3,45.3,22.6,33.9,77.3,84.0,93.9,14.62,19.12,3.94,6.34,2.94,2.71,4.64,5.04,4.69,False,,294.15,311.67,280.065,339.01,"{""trend"":{""T1_ema_stack"":{""value"":[true,true,true],""score"":100.0},""T2_ema50_slope"":{""value"":0.32532731474333265,""score"":100},""T3_high_proximity"":{""value"":0.9665494693260605,""score"":83.2747346630302},""T4_rs_1m"":{""value"":0.1060341052642696,""score"":100},""T5_rs_3m"":{""value"":0.20219172161234678,""score"":100},""T6_adr_healthy"":{""value"":5.476317843607835,""score"":100.0},""_score"":97.49},""geometry"":{""sub_low_similarity"":44.4,""sub_bounce_quality"":94.5,""sub_separation_fit"":66.7,""sub_right_bottom_reaction"":95.2,""sub_base_context"":100.0,""_score"":76.5},""compression"":{""VC1_atr_ratio"":{""value"":0.5776082266442489,""score"":100},""VC2_range_contraction"":{""value"":0.9728947352430973,""score"":4.517544126150446},""VC3_range_pct_rank"":{""score"":30.833333333333336},""_score"":49.29},""sr_quality"":{""SR1_touches"":{""value"":2,""score"":25.0},""SR2_tightness"":{""value"":1.700000000000017,""score"":79.85716359241543},""SR3_recency"":{""value"":227,""score"":0.0},""SR4_price_location"":{""score"":43.13693951290774},""SR5_reaction"":{""value"":3.3028327344789057,""score"":100},""_score"":45.26,""_levels_found"":7,""_target_level"":309.97},""volume"":{""V1_rvol_day"":{""value"":1.191881194917381,""score"":46.12541299449207},""V2_rvol_sameslot"":{""value"":1.1561692627673825,""score"":43.7446175178255,""status"":""ok""},""V3_breakout_bar"":{""value"":0.6620807601655887,""score"":10.805384011039248},""V4_base_dryup"":{""value"":1.5353616255526437,""score"":0},""V5_bo_expansion"":{""value"":1.191881194917381,""score"":12.79207966115874},""_score"":22.59},""readiness"":{""_distance_atr"":1.038,""BR1_atr_distance"":{""score"":30.80343257629825},""BR2_compression"":{""score"":16.218781652914036},""BR3_retest"":{""score"":50.0},""BR4_bo_age"":{""score"":50.0},""_score"":33.88},""risk"":{""R1_stop_clarity"":{""score"":49.465770507925335},""R2_stop_distance_pct"":{""value"":4.788356280809109,""score"":100.0},""R3_stop_distance_atr"":{""value"":0.8344436578206038,""score"":66.72218289103019},""R4_rr_potential"":{""value"":3.1849598330132585,""score"":100.0},""_score"":77.32},""market"":{""M1_spy_regime"":{""score"":100.0},""M3_earnings_risk"":{""value"":null,""score"":80.0},""M4_vix"":{""value"":null,""score"":60.0},""_score"":84.0},""liquidity"":{""L1_price"":{""value"":294.15,""score"":100.0},""L2_dollar_vol"":{""value"":95256141.76694535,""score"":98.94464934835483},""L3_spread_proxy"":{""value"":0.05711371749107602,""score"":42.886282508923976},""L4_volume_zscore"":{""value"":0.8588229393189548,""score"":100.0},""_score"":93.87},""pattern_structure"":{""left_low"":292.35,""left_idx"":39,""right_low"":284.33,""right_idx"":74,""separation_bars"":35,""structural_low"":284.33,""current_price"":288.19,""neckline_distance_pct"":0.08147402755126833,""base_bars"":35},""pattern_geometry_features"":{""low_similarity_pct"":0.027814385794548233,""bounce_pct"":0.09615587521541882,""right_bottom_reaction"":0.9515518546555608,""atr_pct"":0.057383817780044206},""_schema_version"":""1.0""}",,,,,,,,,,
20260625T161544Z-5d0d08,2026-06-25T16:15:44.557025+00:00,FLEX,double_bottom,candidate,63.51,94.8,75.0,52.5,38.5,20.9,56.8,64.9,84.0,95.4,14.22,18.75,4.2,5.38,2.71,4.54,3.89,5.04,4.77,False,,150.72,153.98,143.1402,162.64,"{""trend"":{""T1_ema_stack"":{""value"":[true,true,true],""score"":100.0},""T2_ema50_slope"":{""value"":0.8701148319588564,""score"":100},""T3_high_proximity"":{""value"":0.930715079659133,""score"":65.35753982956649},""T4_rs_1m"":{""value"":0.15439705071400567,""score"":100},""T5_rs_3m"":{""value"":1.0587749429959323,""score"":100},""T6_adr_healthy"":{""value"":5.8953503989956335,""score"":100.0},""_score"":94.8},""geometry"":{""sub_low_similarity"":84.1,""sub_bounce_quality"":42.3,""sub_separation_fit"":66.7,""sub_right_bottom_reaction"":75.5,""sub_base_context"":100.0,""_score"":75.02},""compression"":{""VC1_atr_ratio"":{""value"":0.5595684896101022,""score"":100},""VC2_range_contraction"":{""value"":1.0570384590443063,""score"":0},""VC3_range_pct_rank"":{""score"":50.0},""_score"":52.5},""sr_quality"":{""SR1_touches"":{""value"":2,""score"":25.0},""SR2_tightness"":{""value"":1.6650000000000063,""score"":66.65233666118488},""SR3_recency"":{""value"":228,""score"":0.0},""SR4_price_location"":{""score"":30.0},""SR5_reaction"":{""value"":1.794564946040734,""score"":89.7282473020367},""_score"":38.46,""_levels_found"":3,""_target_level"":139.445},""volume"":{""V1_rvol_day"":{""value"":0.7003596697054195,""score"":13.357311313694634},""V2_rvol_sameslot"":{""value"":1.1012833329007556,""score"":40.085555526717044,""status"":""ok""},""V3_breakout_bar"":{""value"":1.1095779325317083,""score"":40.638528835447225},""V4_base_dryup"":{""value"":2.5472056363577056,""score"":0},""V5_bo_expansion"":{""value"":0.7003596697054194,""score"":0},""_score"":20.85},""readiness"":{""_distance_atr"":0.326,""BR1_atr_distance"":{""score"":78.23555906215483},""BR2_compression"":{""score"":31.88312285231001},""BR3_retest"":{""score"":50.0},""BR4_bo_age"":{""score"":50.0},""_score"":56.77},""risk"":{""R1_stop_clarity"":{""score"":56.34159967210273},""R2_stop_distance_pct"":{""value"":5.029060509554144,""score"":100.0},""R3_stop_distance_atr"":{""value"":0.7590649206472977,""score"":62.95324603236489},""R4_rr_potential"":{""value"":1.5726008601810046,""score"":28.630043009050233},""_score"":64.89},""market"":{""M1_spy_regime"":{""score"":100.0},""M3_earnings_risk"":{""value"":null,""score"":80.0},""M4_vix"":{""value"":null,""score"":60.0},""_score"":84.0},""liquidity"":{""L1_price"":{""value"":150.72,""score"":100.0},""L2_dollar_vol"":{""value"":1028744727.806588,""score"":100.0},""L3_spread_proxy"":{""value"":0.04617834394904464,""score"":53.82165605095536},""L4_volume_zscore"":{""value"":-0.1734151953795973,""score"":100.0},""_score"":95.38},""pattern_structure"":{""left_low"":145.32,""left_idx"":39,""right_low"":146.48,""right_idx"":74,""separation_bars"":35,""structural_low"":145.32,""current_price"":148.835,""neckline_distance_pct"":0.034568481875902723,""base_bars"":35},""pattern_geometry_features"":{""low_similarity_pct"":0.00795065113091156,""bounce_pct"":0.05959262317643819,""right_bottom_reaction"":0.7546583850931701,""atr_pct"":0.0662533648013345},""_schema_version"":""1.0""}",,,,,,,,,,
20260625T161544Z-5d0d08,2026-06-25T16:15:44.557025+00:00,MOD,double_bottom,candidate,62.74,83.4,72.8,65.1,46.0,31.0,24.9,76.7,84.0,94.2,12.51,18.21,5.21,6.44,4.03,1.99,4.6,5.04,4.71,False,,276.7,302.99,269.4468,332.4299,"{""trend"":{""T1_ema_stack"":{""value"":[false,true,true],""score"":66.66666666666666},""T2_ema50_slope"":{""value"":0.3667937602928184,""score"":100},""T3_high_proximity"":{""value"":0.9016259897683209,""score"":50.81299488416041},""T4_rs_1m"":{""value"":0.07873656523821448,""score"":100},""T5_rs_3m"":{""value"":0.0879475229513853,""score"":93.97376147569265},""T6_adr_healthy"":{""value"":7.030727396064443,""score"":100.0},""_score"":83.38},""geometry"":{""sub_low_similarity"":30.3,""sub_bounce_quality"":100,""sub_separation_fit"":100.0,""sub_right_bottom_reaction"":58.3,""sub_base_context"":100.0,""_score"":72.84},""compression"":{""VC1_atr_ratio"":{""value"":0.3706819259529287,""score"":100},""VC2_range_contraction"":{""value"":0.7663935124733007,""score"":38.93441458778322},""VC3_range_pct_rank"":{""score"":45.833333333333336},""_score"":65.09},""sr_quality"":{""SR1_touches"":{""value"":2,""score"":25.0},""SR2_tightness"":{""value"":3.3774999999999977,""score"":65.0737303634371},""SR3_recency"":{""value"":251,""score"":0.0},""SR4_price_location"":{""score"":54.94188623531434},""SR5_reaction"":{""value"":2.1039755453328715,""score"":100},""_score"":46.0,""_levels_found"":7,""_target_level"":290.6775},""volume"":{""V1_rvol_day"":{""value"":0.9197938333964639,""score"":27.98625555976426},""V2_rvol_sameslot"":{""value"":1.3633314364864153,""score"":57.555429099094354,""status"":""ok""},""V3_breakout_bar"":{""value"":1.3353234835164578,""score"":55.68823223443052},""V4_base_dryup"":{""value"":1.538463230365667,""score"":0},""V5_bo_expansion"":{""value"":0.919793833396464,""score"":0},""_score"":31.03},""readiness"":{""_distance_atr"":1.359,""BR1_atr_distance"":{""score"":9.379557982211693},""BR2_compression"":{""score"":14.57061397214937},""BR3_retest"":{""score"":50.0},""BR4_bo_age"":{""score"":50.0},""_score"":24.89},""risk"":{""R1_stop_clarity"":{""score"":57.56883248685973},""R2_stop_distance_pct"":{""value"":2.6213052041922666,""score"":100.0},""R3_stop_distance_atr"":{""value"":0.37501928201900947,""score"":43.750964100950476},""R4_rr_potential"":{""value"":7.683542802049569,""score"":100.0},""_score"":76.71},""market"":{""M1_spy_regime"":{""score"":100.0},""M3_earnings_risk"":{""value"":null,""score"":80.0},""M4_vix"":{""value"":null,""score"":60.0},""_score"":84.0},""liquidity"":{""L1_price"":{""value"":276.7,""score"":100.0},""L2_dollar_vol"":{""value"":351720666.9744043,""score"":100.0},""L3_spread_proxy"":{""value"":0.058312251535959495,""score"":41.6877484640405},""L4_volume_zscore"":{""value"":-0.29594590125676995,""score"":100.0},""_score"":94.17},""pattern_structure"":{""left_low"":283.2583,""left_idx"":44,""right_low"":273.5501,""right_idx"":73,""separation_bars"":29,""structural_low"":273.5501,""current_price"":275.09,""neckline_distance_pct"":0.10142135301174174,""base_bars"":29},""pattern_geometry_features"":{""low_similarity_pct"":0.034870881976636965,""bounce_pct"":0.10762160203926091,""right_bottom_reaction"":0.5826883972199511,""atr_pct"":0.06989787805255823},""_schema_version"":""1.0""}",,,,,,,,,,
20260625T161544Z-5d0d08,2026-06-25T16:15:44.557025+00:00,LRCX,ascending_triangle,candidate,62.52,93.6,86.3,13.3,32.4,26.1,32.1,79.3,84.0,95.8,14.05,24.18,1.07,4.54,3.13,2.57,3.17,5.04,4.79,False,,374.8,402.08,359.7811,438.9,"{""trend"":{""T1_ema_stack"":{""value"":[true,true,true],""score"":100.0},""T2_ema50_slope"":{""value"":0.6509627605622124,""score"":100},""T3_high_proximity"":{""value"":0.9151731210626557,""score"":57.58656053132783},""T4_rs_1m"":{""value"":0.24407392593645005,""score"":100},""T5_rs_3m"":{""value"":0.4466817990209566,""score"":100},""T6_adr_healthy"":{""value"":5.441122444650294,""score"":100.0},""_score"":93.64},""geometry"":{""sub_flat_top_quality"":100,""sub_hl_slope"":100,""sub_compression"":45.4,""sub_duration"":100.0,""_score"":86.35},""compression"":{""VC1_atr_ratio"":{""value"":1.0525923937043717,""score"":0},""VC2_range_contraction"":{""value"":1.057830573928705,""score"":0},""VC3_range_pct_rank"":{""score"":53.333333333333336},""_score"":13.33},""sr_quality"":{""SR1_touches"":{""value"":2,""score"":25.0},""SR2_tightness"":{""value"":6.430000000000007,""score"":55.04193780135495},""SR3_recency"":{""value"":238,""score"":0.0},""SR4_price_location"":{""score"":30.0},""SR5_reaction"":{""value"":1.2191291011059462,""score"":60.95645505529731},""_score"":32.4,""_levels_found"":6,""_target_level"":339.76},""volume"":{""V1_rvol_day"":{""value"":0.9968847672040293,""score"":33.12565114693528},""V2_rvol_sameslot"":{""value"":0.9490047513887551,""score"":29.93365009258367,""status"":""ok""},""V3_breakout_bar"":{""value"":0.7857000196375344,""score"":19.04666797583563},""V4_base_dryup"":{""value"":1.0663274790410633,""score"":43.36725209589367},""V5_bo_expansion"":{""value"":0.9968847672040293,""score"":0},""_score"":26.05},""readiness"":{""_distance_atr"":0.954,""BR1_atr_distance"":{""score"":36.42011732612575},""BR2_compression"":{""score"":0},""BR3_retest"":{""score"":50.0},""BR4_bo_age"":{""score"":50.0},""_score"":32.07},""risk"":{""R1_stop_clarity"":{""score"":61.69195536856041},""R2_stop_distance_pct"":{""value"":4.007177161152622,""score"":100.0},""R3_stop_distance_atr"":{""value"":0.5250549302917814,""score"":51.25274651458906},""R4_rr_potential"":{""value"":4.267955709139806,""score"":100.0},""_score"":79.28},""market"":{""M1_spy_regime"":{""score"":100.0},""M3_earnings_risk"":{""value"":null,""score"":80.0},""M4_vix"":{""value"":null,""score"":60.0},""_score"":84.0},""liquidity"":{""L1_price"":{""value"":374.8,""score"":100.0},""L2_dollar_vol"":{""value"":4503866699.334751,""score"":100.0},""L3_spread_proxy"":{""value"":0.04154215581643541,""score"":58.45784418356459},""L4_volume_zscore"":{""value"":-0.01043024220353056,""score"":100.0},""_score"":95.85},""pattern_structure"":{""top"":402.08,""top_touches"":4,""low_slope_per_bar"":1.390948756034163,""lowest_low"":365.26,""structural_low"":365.26,""current_price"":364.3992,""neckline_distance_pct"":0.10340527641114464,""base_bars"":43},""pattern_geometry_features"":{""top_touches"":4.0,""low_slope"":1.390948756034163,""compression"":0.22701964173547529,""atr_pct"":0.07631919881079434},""_schema_version"":""1.0""}",,,,,,,,,,
